CMPD_CHEMBLID,exp,smiles,description
CHEMBL1289785,3.93,Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1,"Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1：This molecule, defined by the chemical formula C19H21Cl2N3O, possesses a molecular weight of 378.3 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.46. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.06 and a TPSA of 36.44 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.37, while its interaction profile is defined by 0 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL1381135,1.9,COc1cnc(nc1N(C)C)c2ccccn2,"COc1cnc(nc1N(C)C)c2ccccn2：This molecule, defined by the chemical formula C12H14N4O, possesses a molecular weight of 230.27 g/mol. The structural framework incorporates ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.48. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.61 and a TPSA of 51.14 Å². It contains 17 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.25, while its interaction profile is defined by 0 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL528217,2.27,C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,"C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6：This molecule, defined by the chemical formula C38H38N4, possesses a molecular weight of 550.75 g/mol. The structural framework incorporates aromatic benzene rings. Topological analysis indicates the presence of 6 ring system(s), including 6 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 0.95. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 9.98 and a TPSA of 49.84 Å². It contains 42 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 13 rotatable bonds and a FractionCSP3 of 0.21, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2177621,1.2,CSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,"CSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4：This molecule, defined by the chemical formula C22H25N3O3S, possesses a molecular weight of 411.53 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 6 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.37. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.85 and a TPSA of 84.22 Å². It contains 29 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.5, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL475386,1.14,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4,"CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4：This molecule, defined by the chemical formula C16H13N5OS, possesses a molecular weight of 323.38 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.96. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.97 and a TPSA of 75.67 Å². It contains 23 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.12, while its interaction profile is defined by 1 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL2325699,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,"CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6：This molecule, defined by the chemical formula C22H24N4O3S, possesses a molecular weight of 424.53 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 6 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.53. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.03 and a TPSA of 88.18 Å². It contains 30 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.45, while its interaction profile is defined by 1 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL2010845,3.3,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,"CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4：This molecule, defined by the chemical formula C23H24F4N6O, possesses a molecular weight of 476.48 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.3. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.29 and a TPSA of 67.15 Å². It contains 34 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.39, while its interaction profile is defined by 0 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL103,3.94,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C：This molecule, defined by the chemical formula C21H30O2, possesses a molecular weight of 314.47 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 4 ring system(s), including 0 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.67. It contains 6 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.72 and a TPSA of 34.14 Å². It contains 23 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 1 rotatable bonds and a FractionCSP3 of 0.81, while its interaction profile is defined by 0 hydrogen bond donor(s) and 2 acceptor(s).
Progesterone can cause cancer according to an independent committee of scientific and health experts.Progesterone is a white powder. Melting point 121 °C. Stable in air. Insoluble in water. A female sex hormone. Low toxicity.Progesterone is a C21-steroid hormone in which a pregnane skeleton carries oxo substituents at positions 3 and 20 and is unsaturated at C(4)-C(5). As a hormone, it is involved in the female menstrual cycle, pregnancy and embryogenesis of humans and other species. It has a role as a contraceptive drug, a progestin, a progesterone receptor agonist, a human metabolite and a mouse metabolite. It is a 20-oxo steroid, a 3-oxo-Delta(4) steroid and a C21-steroid hormone. It derives from a hydride of a pregnane.Progesterone is a hormone that occurs naturally in females, and is essential for endometrial receptivity, embryo implantation, and the successful establishment of pregnancy. A low progesterone concentration or an insufficient response to progesterone can cause infertility and pregnancy loss. Progesterone is used in various contraceptive preparations to prevent ovulation and fertilization, as well as in other formulations to promote and support pregnancy.  Please see [Medroxyprogesterone acetate], [Megestrol acetate], [Dydrogesterone] and [Hydroxyprogesterone] entries for information on various other forms of progesterone.  Pharmaceutical progesterone is made from a plant source as a starting material and is chemically identical to progesterone of human ovarian origin. Progesterone is available in gelatinized capsule form, vaginal gel form, tablet form, vaginal insert form, and injection form, all used for various purposes.Progesterone is a Progesterone.Progesterone has been reported in Abedus herberti, Cota palaestina, and other organisms with data available.Therapeutic Progesterone is the therapeutic form of the naturally occurring hormone progesterone.  Progesterone binds to the progesterone receptor, resulting in dissociation of heat shock proteins, receptor phosphorylation, and transcription activation through direct or indirect interaction with transcription factors.  This agent exerts inhibitory effects on estrogens by decreasing the number of estrogen receptors and increasing its metabolism to inactive metabolites.  Progesterone induces secretory changes in the endometrium, decreases uterine contractility during pregnancy, and maintains pregnancy.Progesterone is produced in the corpus luteum and by the placenta, as an antagonist of estrogens. Promotes proliferation of uterine mucosa and the implantation of the blastocyst, prevents further follicular development.Progestin is any synthetic steroid hormone that resembles the naturally occurring hormone and has progesterone-like properties.PROGESTERONE is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1976 and has 3 approved and 41 investigational indications. This drug has a black box warning from the FDA.The major progestational steroid that is secreted primarily by the corpus luteum and the placenta. Progesterone acts on the uterus, the mammary glands and the brain. It is required in embryo implantation, pregnancy maintenance, and the development of mammary tissue for milk production. Progesterone, converted from pregnenolone, also serves as an intermediate in the biosynthesis of gonadal steroid hormones and adrenal corticosteroids. Progesterone is a C-21 steroid hormone involved in the female menstrual cycle, pregnancy (supports gestation) and embryogenesis of humans and other species. Progesterone belongs to a class of hormones called progestagens, and is the major naturally occurring human progestagen. During implantation and gestation, progesterone appears to decrease the maternal immune response to allow for the acceptance of the pregnancy. Progesterone decreases contractility of the uterine smooth muscle. The fetus metabolizes placental progesterone in the production of adrenal mineralo- and glucosteroids. A drop in progesterone levels is possibly one step that facilitates the onset of labor. In addition progesterone inhibits lactation during pregnancy. The fall in progesterone levels following delivery is one of the triggers for milk production.a vaginal progesterone gelThe major progestational steroid that is secreted primarily by the CORPUS LUTEUM and the PLACENTA. Progesterone acts on the UTERUS, the MAMMARY GLANDS and the BRAIN. It is required in EMBRYO IMPLANTATION; PREGNANCY maintenance, and the development of mammary tissue for MILK production. Progesterone, converted from PREGNENOLONE, also serves as an intermediate in the biosynthesis of GONADAL STEROID HORMONES and adrenal CORTICOSTEROIDS.a vaginal progesterone gelSee also: Estradiol; progesterone (component of)."
CHEMBL2208428,2.34,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,"CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3：This molecule, defined by the chemical formula C22H26Cl2N2O5S, possesses a molecular weight of 501.43 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.44. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.03 and a TPSA of 95.94 Å². It contains 32 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.41, while its interaction profile is defined by 2 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL1796293,2.57,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,"O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2：This molecule, defined by the chemical formula C20H15N3O2, possesses a molecular weight of 329.36 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.64. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.68 and a TPSA of 75.01 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.05, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s)."
